id_utilisateur,id_application,titre,contenu,date_publi,note
353,24,Bof,Ceci est un commentaire.,2023-06-22 12:37:37,4
365,48,Genial,Ceci est un commentaire.,2023-12-30 07:33:40,4
124,189,Genial,Ceci est un commentaire.,2023-10-06 04:04:04,1
212,51,Super,Ceci est un commentaire.,2023-12-25 05:23:44,1
349,36,Super,Ceci est un commentaire.,2023-12-05 11:39:47,2
315,39,Genial,Ceci est un commentaire.,2023-12-28 00:29:57,3
245,52,Nul,Ceci est un commentaire.,2023-03-29 04:42:23,4
387,74,Super,Ceci est un commentaire.,2023-10-06 02:03:00,2
444,51,Nul,Ceci est un commentaire.,2023-12-12 18:27:29,1
38,104,Genial,Ceci est un commentaire.,2023-11-08 03:54:04,2
449,23,Genial,Ceci est un commentaire.,2023-12-25 16:23:55,5
337,117,Genial,Ceci est un commentaire.,2023-12-06 11:26:36,5
173,196,Nul,Ceci est un commentaire.,2023-12-22 17:14:50,4
203,53,A revoir,Ceci est un commentaire.,2023-11-05 11:22:01,3
101,188,Super,Ceci est un commentaire.,2023-12-05 09:02:36,1
227,105,Nul,Ceci est un commentaire.,2023-10-10 11:35:30,5
143,151,A revoir,Ceci est un commentaire.,2023-10-24 14:02:35,5
485,80,A revoir,Ceci est un commentaire.,2023-11-29 23:29:48,3
192,85,Super,Ceci est un commentaire.,2023-12-11 20:18:27,2
141,125,Nul,Ceci est un commentaire.,2023-11-13 14:46:53,1
332,177,Super,Ceci est un commentaire.,2023-07-09 00:38:08,5
72,95,Nul,Ceci est un commentaire.,2023-07-17 03:13:49,1
181,65,Genial,Ceci est un commentaire.,2023-12-28 10:20:03,3
91,150,Bof,Ceci est un commentaire.,2023-12-28 16:51:02,5
371,176,Nul,Ceci est un commentaire.,2023-12-23 17:42:55,3
355,147,Super,Ceci est un commentaire.,2023-12-27 08:54:58,1
49,192,A revoir,Ceci est un commentaire.,2023-12-30 20:27:42,3
328,101,Genial,Ceci est un commentaire.,2023-12-28 03:53:35,4
124,77,Nul,Ceci est un commentaire.,2023-12-14 18:16:18,5
415,184,Genial,Ceci est un commentaire.,2023-12-30 07:02:12,4
199,82,Nul,Ceci est un commentaire.,2023-12-28 05:46:02,3
349,109,A revoir,Ceci est un commentaire.,2023-10-28 04:12:28,1
479,127,A revoir,Ceci est un commentaire.,2023-07-15 11:40:17,1
164,193,Genial,Ceci est un commentaire.,2023-12-11 07:52:37,3
131,1,Bof,Ceci est un commentaire.,2023-12-30 23:22:15,3
104,88,Bof,Ceci est un commentaire.,2023-10-08 14:37:30,1
310,143,Nul,Ceci est un commentaire.,2023-12-26 15:42:38,4
227,68,Genial,Ceci est un commentaire.,2023-12-26 20:55:59,1
276,171,Genial,Ceci est un commentaire.,2023-11-21 18:30:52,2
461,129,Nul,Ceci est un commentaire.,2023-09-28 16:19:37,2
500,34,A revoir,Ceci est un commentaire.,2023-12-30 05:10:40,3
492,56,Genial,Ceci est un commentaire.,2023-12-30 12:39:05,2
134,54,Bof,Ceci est un commentaire.,2023-12-29 05:29:16,5
448,123,Super,Ceci est un commentaire.,2023-11-27 00:00:08,2
161,186,Nul,Ceci est un commentaire.,2023-12-18 14:47:47,1
255,47,Bof,Ceci est un commentaire.,2023-12-25 01:13:26,3
298,46,Nul,Ceci est un commentaire.,2023-12-30 14:15:19,4
120,143,Nul,Ceci est un commentaire.,2023-12-28 21:51:47,5
340,200,A revoir,Ceci est un commentaire.,2023-10-28 17:19:51,4
188,61,Nul,Ceci est un commentaire.,2023-12-27 22:32:02,5
449,71,Bof,Ceci est un commentaire.,2023-12-30 15:52:10,1
241,83,A revoir,Ceci est un commentaire.,2023-12-30 03:21:36,3
63,181,Bof,Ceci est un commentaire.,2023-02-11 23:25:58,1
331,45,Bof,Ceci est un commentaire.,2023-12-26 19:46:00,5
222,92,Bof,Ceci est un commentaire.,2023-11-28 19:06:33,3
152,89,A revoir,Ceci est un commentaire.,2023-11-20 01:01:45,4
115,110,Bof,Ceci est un commentaire.,2023-11-07 18:08:12,3
120,12,Bof,Ceci est un commentaire.,2023-10-07 19:13:48,5
241,158,Nul,Ceci est un commentaire.,2023-12-26 17:06:00,1
466,156,Super,Ceci est un commentaire.,2023-12-03 05:58:28,4
392,110,Bof,Ceci est un commentaire.,2023-11-28 19:25:35,4
379,40,Genial,Ceci est un commentaire.,2023-12-30 17:10:19,1
161,22,Genial,Ceci est un commentaire.,2023-11-02 22:31:27,3
51,164,Nul,Ceci est un commentaire.,2023-11-11 22:37:46,5
174,195,Genial,Ceci est un commentaire.,2023-09-05 01:14:36,3
316,42,Genial,Ceci est un commentaire.,2023-12-30 09:19:14,5
396,144,Genial,Ceci est un commentaire.,2023-12-02 22:40:08,2
382,56,A revoir,Ceci est un commentaire.,2023-12-28 13:54:45,3
145,191,A revoir,Ceci est un commentaire.,2023-01-12 08:05:22,3
42,36,Nul,Ceci est un commentaire.,2023-08-23 09:02:55,2
158,179,Genial,Ceci est un commentaire.,2023-12-29 19:41:23,2
204,81,Nul,Ceci est un commentaire.,2023-12-08 13:49:39,5
355,4,Super,Ceci est un commentaire.,2023-12-20 09:04:25,4
360,197,Nul,Ceci est un commentaire.,2023-12-30 23:53:43,2
422,160,Bof,Ceci est un commentaire.,2023-12-06 04:23:49,1
209,9,Super,Ceci est un commentaire.,2023-09-13 19:50:39,1
180,111,Super,Ceci est un commentaire.,2023-06-09 21:21:36,4
390,4,Bof,Ceci est un commentaire.,2023-11-12 21:01:49,2
293,139,Bof,Ceci est un commentaire.,2023-07-15 03:09:19,4
189,176,Super,Ceci est un commentaire.,2023-10-21 08:02:37,3
440,153,Nul,Ceci est un commentaire.,2023-11-13 16:45:05,4
320,67,Bof,Ceci est un commentaire.,2023-12-28 05:32:22,2
265,7,A revoir,Ceci est un commentaire.,2023-12-23 16:35:01,5
453,79,Super,Ceci est un commentaire.,2023-12-23 00:57:57,3
202,102,Nul,Ceci est un commentaire.,2023-11-06 23:59:36,5
175,167,Genial,Ceci est un commentaire.,2023-12-22 16:42:44,1
430,21,Bof,Ceci est un commentaire.,2023-10-05 02:01:02,2
67,131,Genial,Ceci est un commentaire.,2023-12-30 03:38:45,4
108,45,Genial,Ceci est un commentaire.,2023-12-30 13:10:44,3
471,186,Bof,Ceci est un commentaire.,2023-12-30 14:56:31,1
444,175,A revoir,Ceci est un commentaire.,2023-08-04 15:13:05,1
330,149,Super,Ceci est un commentaire.,2023-11-30 23:36:44,2
335,180,A revoir,Ceci est un commentaire.,2023-11-29 16:43:54,5
23,60,A revoir,Ceci est un commentaire.,2023-12-10 15:44:46,4
450,117,A revoir,Ceci est un commentaire.,2023-12-21 14:55:11,2
444,100,Bof,Ceci est un commentaire.,2023-05-07 20:24:55,5
269,29,A revoir,Ceci est un commentaire.,2023-12-18 12:26:48,2
394,94,A revoir,Ceci est un commentaire.,2022-12-30 13:07:00,2
438,87,Nul,Ceci est un commentaire.,2023-12-26 08:52:51,1
46,178,Genial,Ceci est un commentaire.,2023-12-30 04:22:47,5
476,138,Genial,Ceci est un commentaire.,2023-09-13 12:03:19,5
307,75,A revoir,Ceci est un commentaire.,2023-11-22 06:51:07,1
386,190,Super,Ceci est un commentaire.,2023-12-29 11:29:23,4
484,22,Super,Ceci est un commentaire.,2023-12-19 23:53:05,4
409,46,Super,Ceci est un commentaire.,2023-12-30 23:26:17,1
184,76,Nul,Ceci est un commentaire.,2023-08-22 17:16:54,5
405,137,Bof,Ceci est un commentaire.,2023-12-28 23:24:47,2
5,55,Nul,Ceci est un commentaire.,2023-12-29 14:16:27,4
8,23,Nul,Ceci est un commentaire.,2023-12-26 01:21:11,4
189,142,Super,Ceci est un commentaire.,2023-12-23 06:59:16,1
195,20,Bof,Ceci est un commentaire.,2023-12-20 12:54:12,2
284,53,A revoir,Ceci est un commentaire.,2023-10-03 10:21:54,2
35,179,Super,Ceci est un commentaire.,2023-12-29 21:53:12,2
152,13,Genial,Ceci est un commentaire.,2023-12-30 00:30:37,4
11,145,Nul,Ceci est un commentaire.,2023-11-30 21:51:35,3
186,119,Super,Ceci est un commentaire.,2023-12-24 16:53:32,2
189,159,A revoir,Ceci est un commentaire.,2023-11-20 05:43:44,5
139,183,Genial,Ceci est un commentaire.,2023-12-22 15:19:07,2
300,197,Nul,Ceci est un commentaire.,2023-12-28 10:27:24,2
411,142,Nul,Ceci est un commentaire.,2023-12-24 15:18:53,4
300,30,Nul,Ceci est un commentaire.,2023-12-21 20:47:27,1
445,36,Nul,Ceci est un commentaire.,2023-09-21 08:17:29,1
482,130,A revoir,Ceci est un commentaire.,2023-12-30 12:26:44,5
19,48,Nul,Ceci est un commentaire.,2023-12-08 20:26:29,2
51,32,Genial,Ceci est un commentaire.,2023-12-13 11:45:19,3
393,40,Nul,Ceci est un commentaire.,2023-12-29 21:51:18,1
24,76,Genial,Ceci est un commentaire.,2023-09-09 15:28:00,3
23,81,Genial,Ceci est un commentaire.,2023-09-30 13:59:36,2
494,118,A revoir,Ceci est un commentaire.,2023-12-05 22:49:17,3
323,174,Genial,Ceci est un commentaire.,2023-11-25 01:51:05,4
128,187,Super,Ceci est un commentaire.,2023-12-18 11:55:00,3
224,21,Nul,Ceci est un commentaire.,2023-11-02 11:28:47,2
247,168,Nul,Ceci est un commentaire.,2023-12-27 08:18:40,4
291,21,Nul,Ceci est un commentaire.,2023-12-21 17:38:07,2
288,114,A revoir,Ceci est un commentaire.,2023-12-17 16:38:54,3
485,163,Genial,Ceci est un commentaire.,2023-12-03 03:12:21,4
379,125,Nul,Ceci est un commentaire.,2023-10-09 23:43:07,3
192,2,Bof,Ceci est un commentaire.,2023-12-28 12:34:19,3
277,84,Nul,Ceci est un commentaire.,2023-12-20 19:58:10,4
290,36,Genial,Ceci est un commentaire.,2023-10-26 09:36:54,5
190,16,A revoir,Ceci est un commentaire.,2023-12-26 19:12:29,1
488,172,Nul,Ceci est un commentaire.,2023-12-17 23:35:56,4
224,68,Super,Ceci est un commentaire.,2023-11-13 23:50:55,4
256,85,A revoir,Ceci est un commentaire.,2023-11-26 14:14:17,1
386,109,Super,Ceci est un commentaire.,2023-05-22 21:25:11,4
293,114,Super,Ceci est un commentaire.,2023-07-14 10:01:50,3
316,13,Nul,Ceci est un commentaire.,2023-12-30 08:45:06,1
207,74,Genial,Ceci est un commentaire.,2023-11-30 07:44:57,4
188,27,Genial,Ceci est un commentaire.,2023-12-26 11:10:21,1
163,57,Bof,Ceci est un commentaire.,2023-12-26 02:21:52,1
324,58,Nul,Ceci est un commentaire.,2023-12-30 23:47:32,4
76,143,Bof,Ceci est un commentaire.,2023-12-24 21:52:37,4
465,134,Bof,Ceci est un commentaire.,2023-12-02 06:46:09,3
373,33,Genial,Ceci est un commentaire.,2023-12-30 21:19:04,4
124,29,Super,Ceci est un commentaire.,2023-12-22 23:16:40,4
146,168,Genial,Ceci est un commentaire.,2023-12-30 22:07:15,2
490,73,Super,Ceci est un commentaire.,2023-12-13 20:11:02,3
313,29,Super,Ceci est un commentaire.,2023-12-07 16:20:12,5
28,130,Super,Ceci est un commentaire.,2023-12-29 13:25:42,1
45,133,Super,Ceci est un commentaire.,2023-12-26 14:00:59,2
215,176,Genial,Ceci est un commentaire.,2023-12-06 12:46:10,5
144,26,Genial,Ceci est un commentaire.,2023-12-29 22:04:46,3
335,197,Genial,Ceci est un commentaire.,2023-12-30 21:56:45,4
363,13,Genial,Ceci est un commentaire.,2023-12-29 23:04:30,1
103,124,Nul,Ceci est un commentaire.,2023-11-27 00:00:28,3
148,145,Genial,Ceci est un commentaire.,2023-11-09 08:18:36,1
411,40,A revoir,Ceci est un commentaire.,2023-12-30 22:21:19,2
497,172,Genial,Ceci est un commentaire.,2023-12-27 01:56:18,4
409,1,A revoir,Ceci est un commentaire.,2023-12-30 23:09:55,4
448,68,Bof,Ceci est un commentaire.,2023-10-08 08:08:22,4
41,180,Nul,Ceci est un commentaire.,2023-12-28 12:51:45,2
50,135,Genial,Ceci est un commentaire.,2023-12-30 18:20:38,5
332,46,Bof,Ceci est un commentaire.,2023-12-29 19:15:02,1
142,107,Bof,Ceci est un commentaire.,2023-11-01 13:12:45,1
399,135,Genial,Ceci est un commentaire.,2023-12-27 15:36:00,4
335,12,Genial,Ceci est un commentaire.,2023-06-17 00:07:07,1
487,150,Genial,Ceci est un commentaire.,2023-12-28 16:21:02,4
435,102,Super,Ceci est un commentaire.,2023-09-21 21:46:05,3
5,24,Super,Ceci est un commentaire.,2023-09-05 06:53:21,2
147,4,Nul,Ceci est un commentaire.,2023-09-02 09:11:14,3
68,195,Genial,Ceci est un commentaire.,2023-12-17 15:56:08,5
91,73,Genial,Ceci est un commentaire.,2023-12-24 09:45:38,1
261,40,Genial,Ceci est un commentaire.,2023-12-30 11:28:43,3
156,35,Bof,Ceci est un commentaire.,2023-12-16 19:56:03,4
345,94,Genial,Ceci est un commentaire.,2023-12-02 07:59:38,5
115,169,Nul,Ceci est un commentaire.,2023-12-25 23:27:50,5
92,195,Bof,Ceci est un commentaire.,2023-10-21 17:34:00,3
90,89,Genial,Ceci est un commentaire.,2023-11-12 14:06:04,4
23,182,A revoir,Ceci est un commentaire.,2023-12-26 23:22:17,5
476,168,Super,Ceci est un commentaire.,2023-12-28 00:25:20,1
43,93,Genial,Ceci est un commentaire.,2023-09-16 18:39:33,5
30,120,Genial,Ceci est un commentaire.,2023-12-12 11:45:54,5
21,173,Bof,Ceci est un commentaire.,2023-12-29 00:56:24,3
47,35,Genial,Ceci est un commentaire.,2023-12-27 09:27:43,3
459,173,Bof,Ceci est un commentaire.,2023-12-30 15:40:30,5
290,138,Genial,Ceci est un commentaire.,2023-08-30 20:23:58,1
268,21,A revoir,Ceci est un commentaire.,2023-11-09 07:29:42,5
208,181,Nul,Ceci est un commentaire.,2023-12-13 20:26:12,2
397,180,Bof,Ceci est un commentaire.,2023-12-24 12:33:38,4
339,107,Genial,Ceci est un commentaire.,2023-10-06 19:07:08,3
99,197,Bof,Ceci est un commentaire.,2023-12-30 17:17:15,1
450,151,Bof,Ceci est un commentaire.,2023-11-05 07:21:26,3
11,74,Nul,Ceci est un commentaire.,2023-08-24 13:47:10,4
273,114,Super,Ceci est un commentaire.,2023-09-05 14:01:18,1
296,123,Nul,Ceci est un commentaire.,2023-12-16 02:28:41,3
1,120,Nul,Ceci est un commentaire.,2023-12-02 05:21:58,1
472,178,Super,Ceci est un commentaire.,2023-12-14 20:26:37,4
462,65,Bof,Ceci est un commentaire.,2023-12-30 04:42:49,1
186,136,Genial,Ceci est un commentaire.,2023-12-02 23:59:33,3
105,75,A revoir,Ceci est un commentaire.,2023-12-18 22:05:36,3
57,145,Super,Ceci est un commentaire.,2023-11-12 07:36:56,5
102,117,Genial,Ceci est un commentaire.,2023-11-19 13:16:24,4
75,91,Super,Ceci est un commentaire.,2023-11-17 21:25:39,1
459,20,Genial,Ceci est un commentaire.,2023-12-30 15:49:42,1
60,115,Bof,Ceci est un commentaire.,2023-11-25 19:30:55,4
368,76,Nul,Ceci est un commentaire.,2023-11-12 11:03:21,5
319,90,Bof,Ceci est un commentaire.,2023-10-13 04:36:22,2
298,172,Genial,Ceci est un commentaire.,2023-10-29 17:25:51,2
477,80,Super,Ceci est un commentaire.,2023-12-24 10:08:05,3
487,122,Super,Ceci est un commentaire.,2023-12-28 14:52:43,4
341,93,Bof,Ceci est un commentaire.,2023-12-21 14:17:02,2
251,181,Nul,Ceci est un commentaire.,2023-05-29 10:59:38,5
475,36,Genial,Ceci est un commentaire.,2023-07-27 22:01:47,1
81,95,A revoir,Ceci est un commentaire.,2023-05-08 11:16:40,3
64,91,A revoir,Ceci est un commentaire.,2023-11-19 00:02:05,4
99,16,Nul,Ceci est un commentaire.,2023-12-29 15:52:57,2
148,116,A revoir,Ceci est un commentaire.,2023-12-16 01:57:10,3
228,109,Nul,Ceci est un commentaire.,2023-05-16 08:54:33,4
279,92,Bof,Ceci est un commentaire.,2023-11-18 12:11:03,1
326,162,Genial,Ceci est un commentaire.,2023-07-07 07:23:01,3
433,4,A revoir,Ceci est un commentaire.,2023-12-29 17:09:59,4
468,29,Super,Ceci est un commentaire.,2023-10-26 05:02:14,5
359,190,Nul,Ceci est un commentaire.,2023-12-23 04:26:23,5
278,52,A revoir,Ceci est un commentaire.,2023-07-02 19:56:21,5
149,173,Genial,Ceci est un commentaire.,2023-12-29 01:58:46,4
396,170,Bof,Ceci est un commentaire.,2023-10-16 09:31:31,5
443,192,Nul,Ceci est un commentaire.,2023-12-30 14:56:03,3
408,24,Super,Ceci est un commentaire.,2023-12-23 19:19:07,5
484,100,Bof,Ceci est un commentaire.,2023-09-21 09:17:49,2
362,29,Bof,Ceci est un commentaire.,2023-09-11 21:18:41,5
41,27,A revoir,Ceci est un commentaire.,2023-12-30 09:30:23,1
204,89,A revoir,Ceci est un commentaire.,2023-12-22 12:23:49,5
33,16,Super,Ceci est un commentaire.,2023-12-24 14:53:52,4
495,154,Bof,Ceci est un commentaire.,2023-12-08 09:50:14,3
360,200,Nul,Ceci est un commentaire.,2023-11-17 11:04:48,2
341,116,Super,Ceci est un commentaire.,2023-10-25 11:29:02,1
124,174,Super,Ceci est un commentaire.,2023-11-13 12:43:06,3
200,21,A revoir,Ceci est un commentaire.,2023-12-06 11:07:35,1
234,75,Nul,Ceci est un commentaire.,2023-12-12 01:38:33,3
359,109,Super,Ceci est un commentaire.,2022-10-23 10:10:01,1
72,170,Bof,Ceci est un commentaire.,2023-07-19 17:52:41,4
66,106,Nul,Ceci est un commentaire.,2023-11-16 15:59:16,2
60,51,Nul,Ceci est un commentaire.,2023-12-29 10:32:19,5
96,28,Nul,Ceci est un commentaire.,2023-07-19 09:17:33,4
95,8,A revoir,Ceci est un commentaire.,2023-11-20 09:48:53,2
334,119,A revoir,Ceci est un commentaire.,2023-10-03 16:47:18,4
279,8,A revoir,Ceci est un commentaire.,2023-08-06 20:28:29,3
174,7,Genial,Ceci est un commentaire.,2023-12-15 16:29:16,2
93,152,Genial,Ceci est un commentaire.,2023-12-24 09:47:47,5
3,171,A revoir,Ceci est un commentaire.,2023-12-06 15:58:53,3
458,166,Bof,Ceci est un commentaire.,2023-08-10 10:00:41,2
443,160,Genial,Ceci est un commentaire.,2023-12-29 23:07:02,1
275,102,Nul,Ceci est un commentaire.,2023-08-29 08:11:18,3
89,177,Genial,Ceci est un commentaire.,2023-10-16 00:27:54,2
315,93,Bof,Ceci est un commentaire.,2023-12-27 10:46:25,5
299,95,Nul,Ceci est un commentaire.,2023-04-26 16:09:06,1
3,78,A revoir,Ceci est un commentaire.,2023-11-22 23:57:43,3
246,103,Super,Ceci est un commentaire.,2023-11-17 00:00:03,2
455,114,Genial,Ceci est un commentaire.,2023-09-24 01:24:04,2
174,119,Super,Ceci est un commentaire.,2023-04-07 08:15:26,2
14,145,Bof,Ceci est un commentaire.,2023-12-24 07:03:22,5
392,53,A revoir,Ceci est un commentaire.,2023-10-06 07:08:52,1
348,39,Nul,Ceci est un commentaire.,2023-12-30 17:35:26,1
470,78,A revoir,Ceci est un commentaire.,2023-12-19 22:37:34,4
197,147,Nul,Ceci est un commentaire.,2023-12-29 00:14:39,1
273,147,Genial,Ceci est un commentaire.,2023-12-24 05:16:02,5
191,52,Nul,Ceci est un commentaire.,2023-11-04 23:21:06,5
140,168,Bof,Ceci est un commentaire.,2023-12-18 09:19:49,4
224,197,A revoir,Ceci est un commentaire.,2023-12-30 16:16:00,1
409,49,Genial,Ceci est un commentaire.,2023-12-02 09:56:17,5
20,88,A revoir,Ceci est un commentaire.,2023-05-15 14:41:17,3
464,55,A revoir,Ceci est un commentaire.,2023-12-17 00:24:31,2
79,114,Bof,Ceci est un commentaire.,2023-11-23 18:23:33,1
372,61,Super,Ceci est un commentaire.,2023-12-23 10:42:11,2
106,40,Genial,Ceci est un commentaire.,2023-12-29 18:52:13,5
128,100,Bof,Ceci est un commentaire.,2023-09-13 13:35:29,4
20,56,Genial,Ceci est un commentaire.,2023-12-26 22:12:31,4
303,139,Bof,Ceci est un commentaire.,2023-04-27 04:47:34,2
462,151,A revoir,Ceci est un commentaire.,2023-12-03 16:02:50,5
371,108,Bof,Ceci est un commentaire.,2023-12-30 23:48:47,3
173,170,Genial,Ceci est un commentaire.,2023-10-08 07:59:07,4
389,167,Genial,Ceci est un commentaire.,2023-12-21 11:09:21,5
497,16,Bof,Ceci est un commentaire.,2023-12-29 21:28:26,2
419,165,Nul,Ceci est un commentaire.,2023-12-22 23:17:39,1
367,79,Genial,Ceci est un commentaire.,2023-12-18 05:12:05,1
491,154,Genial,Ceci est un commentaire.,2023-12-19 17:38:19,4
412,140,Bof,Ceci est un commentaire.,2023-07-30 03:35:56,5
125,109,Bof,Ceci est un commentaire.,2023-08-13 18:55:54,5
141,182,Nul,Ceci est un commentaire.,2023-12-13 23:29:48,3
126,71,Bof,Ceci est un commentaire.,2023-12-29 09:23:39,4
122,97,Bof,Ceci est un commentaire.,2023-12-27 12:03:11,4
355,128,A revoir,Ceci est un commentaire.,2023-12-30 11:48:00,3
433,112,Nul,Ceci est un commentaire.,2023-12-29 14:40:56,1
449,109,A revoir,Ceci est un commentaire.,2023-12-08 11:31:47,3
337,74,Genial,Ceci est un commentaire.,2023-08-23 14:24:43,5
35,183,Super,Ceci est un commentaire.,2023-11-04 00:28:30,5
51,180,Genial,Ceci est un commentaire.,2023-12-30 05:30:02,4
440,162,Nul,Ceci est un commentaire.,2023-10-18 01:30:35,5
175,107,Genial,Ceci est un commentaire.,2023-12-09 18:09:38,2
10,118,Nul,Ceci est un commentaire.,2023-12-19 19:32:51,2
323,32,Genial,Ceci est un commentaire.,2023-12-15 19:16:48,2
275,60,Genial,Ceci est un commentaire.,2023-04-17 15:17:42,5
338,130,Nul,Ceci est un commentaire.,2023-12-28 02:34:53,3
43,193,A revoir,Ceci est un commentaire.,2023-12-05 18:16:27,3
355,74,Nul,Ceci est un commentaire.,2023-11-13 15:06:55,5
435,98,Super,Ceci est un commentaire.,2023-12-08 12:33:16,2
331,70,Super,Ceci est un commentaire.,2023-01-30 17:58:33,1
181,16,Bof,Ceci est un commentaire.,2023-12-30 09:31:09,1
338,134,Genial,Ceci est un commentaire.,2023-12-11 06:39:35,1
153,48,Super,Ceci est un commentaire.,2023-12-04 17:36:57,2
329,45,Genial,Ceci est un commentaire.,2023-12-27 21:24:00,3
272,70,Bof,Ceci est un commentaire.,2023-10-24 00:37:22,4
77,8,Bof,Ceci est un commentaire.,2023-11-10 13:18:02,2
266,117,Super,Ceci est un commentaire.,2023-09-07 20:46:11,4
328,179,Bof,Ceci est un commentaire.,2023-12-27 22:27:15,5
50,108,A revoir,Ceci est un commentaire.,2023-12-29 21:26:14,2
405,85,Genial,Ceci est un commentaire.,2023-12-16 00:33:52,5
124,183,Super,Ceci est un commentaire.,2023-12-19 13:35:06,5
273,116,Nul,Ceci est un commentaire.,2023-10-18 19:55:21,2
205,152,A revoir,Ceci est un commentaire.,2023-12-21 18:21:18,4
167,96,A revoir,Ceci est un commentaire.,2023-09-13 17:14:40,5
56,75,A revoir,Ceci est un commentaire.,2023-10-29 13:40:14,3
256,97,Genial,Ceci est un commentaire.,2023-12-25 11:05:05,5
83,16,Super,Ceci est un commentaire.,2023-12-24 00:49:27,3
95,127,Bof,Ceci est un commentaire.,2023-11-02 04:53:28,1
61,189,Nul,Ceci est un commentaire.,2023-09-18 07:03:18,2
183,151,Super,Ceci est un commentaire.,2023-12-17 01:07:22,1
67,25,Nul,Ceci est un commentaire.,2023-12-26 11:18:11,4
233,195,Nul,Ceci est un commentaire.,2023-12-24 19:47:55,5
330,191,Genial,Ceci est un commentaire.,2023-08-11 23:17:31,4
334,21,A revoir,Ceci est un commentaire.,2023-09-16 13:02:52,1
187,146,A revoir,Ceci est un commentaire.,2023-12-30 11:01:38,5
56,104,Nul,Ceci est un commentaire.,2023-10-11 23:29:23,1
476,38,A revoir,Ceci est un commentaire.,2023-12-24 08:17:13,2
275,198,Genial,Ceci est un commentaire.,2023-12-27 06:53:52,4
117,95,Nul,Ceci est un commentaire.,2023-12-12 02:07:47,2
284,75,Genial,Ceci est un commentaire.,2023-12-23 06:35:49,2
500,33,A revoir,Ceci est un commentaire.,2023-12-28 20:16:59,4
187,38,Genial,Ceci est un commentaire.,2023-12-25 05:44:15,1
273,187,Bof,Ceci est un commentaire.,2023-12-30 15:55:49,3
194,8,Nul,Ceci est un commentaire.,2023-12-24 08:17:24,5
121,110,Bof,Ceci est un commentaire.,2023-12-30 17:05:38,3
184,180,Super,Ceci est un commentaire.,2023-12-23 21:43:47,2
393,50,Super,Ceci est un commentaire.,2022-11-13 10:13:41,5
454,152,Super,Ceci est un commentaire.,2023-11-12 13:51:34,3
403,104,Genial,Ceci est un commentaire.,2023-12-25 18:48:20,3
260,61,A revoir,Ceci est un commentaire.,2023-12-30 01:31:50,1
390,64,A revoir,Ceci est un commentaire.,2023-10-22 12:56:06,2
316,33,Super,Ceci est un commentaire.,2023-12-30 06:31:18,1
452,51,Super,Ceci est un commentaire.,2023-12-25 19:43:11,1
500,3,Super,Ceci est un commentaire.,2023-11-20 14:49:15,5
307,153,Genial,Ceci est un commentaire.,2023-12-30 04:06:08,4
113,9,A revoir,Ceci est un commentaire.,2023-10-17 05:46:34,1
203,50,Bof,Ceci est un commentaire.,2023-12-11 03:56:06,2
337,20,Nul,Ceci est un commentaire.,2023-12-05 07:41:17,2
440,35,Super,Ceci est un commentaire.,2023-12-12 11:54:36,4
242,187,Bof,Ceci est un commentaire.,2023-12-29 16:19:52,5
466,195,A revoir,Ceci est un commentaire.,2023-10-18 16:31:38,5
298,39,Super,Ceci est un commentaire.,2023-12-28 15:08:38,5
126,28,Bof,Ceci est un commentaire.,2023-08-18 12:11:34,2
392,135,Bof,Ceci est un commentaire.,2023-12-15 02:22:02,2
12,21,Super,Ceci est un commentaire.,2023-12-26 04:46:56,3
282,171,A revoir,Ceci est un commentaire.,2023-12-03 03:23:19,3
288,16,Bof,Ceci est un commentaire.,2023-12-21 19:34:38,2
70,167,Genial,Ceci est un commentaire.,2023-12-07 15:16:50,3
135,170,Bof,Ceci est un commentaire.,2022-11-19 20:02:55,2
305,36,A revoir,Ceci est un commentaire.,2023-08-03 19:17:50,3
232,113,Genial,Ceci est un commentaire.,2023-12-30 16:03:24,3
467,82,Nul,Ceci est un commentaire.,2023-11-27 01:47:03,3
103,107,Super,Ceci est un commentaire.,2023-07-03 07:44:20,1
262,195,Super,Ceci est un commentaire.,2023-12-07 04:11:59,2
203,73,Super,Ceci est un commentaire.,2023-12-17 23:10:21,4
321,4,A revoir,Ceci est un commentaire.,2023-11-18 14:59:54,4
424,175,Genial,Ceci est un commentaire.,2023-08-20 11:43:52,1
16,102,Genial,Ceci est un commentaire.,2023-11-06 22:37:44,5
495,140,Bof,Ceci est un commentaire.,2023-10-25 20:35:11,4
156,125,Nul,Ceci est un commentaire.,2023-10-09 14:01:02,2
335,46,Genial,Ceci est un commentaire.,2023-12-30 23:59:14,2
266,79,A revoir,Ceci est un commentaire.,2023-12-22 10:18:23,3
400,11,Bof,Ceci est un commentaire.,2023-10-04 12:59:48,4
9,194,A revoir,Ceci est un commentaire.,2023-12-27 16:33:18,2
218,186,Genial,Ceci est un commentaire.,2023-12-09 03:29:26,4
77,138,Bof,Ceci est un commentaire.,2023-12-14 16:30:45,1
416,84,Bof,Ceci est un commentaire.,2023-12-20 01:17:54,1
